 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
48,MAX_IF43b-1_001_thumb_w1405-0002:0012-1166,-969925,149.2760,63.3790,52,27,-8,308.4580,520.7980,306.9500,501.1480,-16409.2570,723,1057,-809,-1213,-1118.6940,-787.8900,-17.6600,0.7200,-1540.9410,-119649442.0000,149,-5.0360,-44.6150,0,-119649442.0000,0,804,1057,-31.6500,-853.1030,-0.2630,0.1760,0.2810
49,MAX_IF43b-1_001_thumb_w1405-0002:0013-1182,-985024,172.0520,59.2780,228,26,-25,22.9250,531.1750,24.3260,514.1070,-16626.8870,458,1118,-877,-1304,-1178.2820,-851.1310,-80.7290,0.7060,-1605.4700,-123549724.0000,181,-5.3500,-44.3360,0,-123549724.0000,0,458,1210,-105.9640,-906.6590,-0.1770,0.1100,0.2610
50,MAX_IF43b-1_001_thumb_w1405-0002:0014-1289,-975750,139.8780,46.7700,175,24,-103,146.3590,644.5130,146.8320,628.0840,-16519.3480,585,1198,-863,-1250,-1137.6810,-810.7180,12.4110,0.8160,-1577.9900,-121464720.0000,149,-5.3520,-44.6260,0,-121464720.0000,0,650,1380,-39.6540,-863.6220,-0.2240,0.1450,0.2950
51,MAX_IF43b-1_001_thumb_w1405-0002:0015-1289,-972871,165.3060,59.2430,152,21,-32,-322.3680,641.1350,-322.6380,621.8520,-16431.1640,89,1206,-813,-1265,-1087.8350,-828.7400,-59.9180,0.6850,-1540.1810,-120073239.0000,164,-5.2070,-44.5240,0,-120073239.0000,0,101,1350,-93.1770,-887.1120,0.2880,-0.1280,0.2870
52,MAX_IF43b-1_001_thumb_w1405-0002:0016-1267,-986848,181.8670,56.2710,139,29,-35,-11.7280,620.6410,-11.2460,603.0820,-16678.1420,445,1211,-897,-1319,-1187.1920,-861.3390,82.6290,0.7680,-1629.5800,-123993539.0000,187,-5.2970,-44.5470,0,-123993539.0000,0,457,1211,15.6350,-919.6660,-0.1470,0.0890,0.2940
53,MAX_IF43b-1_001_thumb_w1405-0002:0017-1339,-990810,125.9970,37.2860,114,27,-164,-99.0520,694.8220,-99.0050,675.9350,-16711.7400,367,1300,-912,-1353,-1201.6730,-892.6490,-77.4100,0.5570,-1640.4830,-125582806.0000,127,-5.3430,-44.6730,0,-125582806.0000,0,367,1326,33.4290,-945.0000,0.1730,-0.0830,0.2130
54,MAX_IF43b-1_001_thumb_w1405-0002:0018-1357,-990932,138.7970,30.4000,155,27,-156,326.6730,706.1350,327.7840,688.0920,-16722.5440,787,1309,-917,-1335,-1207.0550,-890.4100,52.7190,0.5820,-1645.8240,-125532078.0000,146,-5.5590,-44.1760,0,-125532078.0000,0,791,1321,11.5530,-946.3520,0.0560,-0.0290,0.2190
55,MAX_IF43b-1_001_thumb_w1405-0002:0019-1373,-990869,147.4960,37.6230,166,28,-106,-190.8000,723.8030,-190.4980,707.0100,-16656.6860,265,1321,-923,-1328,-1209.5930,-887.8080,-38.1190,0.4070,-1639.8020,-125459252.0000,159,-5.7520,-44.0630,0,-125459252.0000,0,265,1392,-92.4050,-941.2690,-0.0230,0.0130,0.1810
55,MAX_IF43b-1_001_thumb_w1405-0003:0001-0183,-955805,8.8220,-1.0910,12,8,-76,-200.4770,-465.0630,-199.6530,-469.5510,-16308.0100,192,78,-770,-1221,-1061.3920,-757.1940,-75.9680,0.8300,-1504.1530,-116968517.0000,9,-0.1480,-10.7270,0,-116968517.0000,0,193,210,-116.3630,-813.0000,-0.1500,0.0910,0.3080
56,MAX_IF43b-1_001_thumb_w1405-0003:0002-0419,-965172,16.4330,6.4030,15,9,51,-348.6860,-225.6590,-347.5910,-229.4140,-16391.3900,58,330,-804,-1253,-1089.9950,-783.7170,-79.5340,0.8070,-1533.6210,-117956414.0000,15,-0.0290,-5.6110,0,-117956414.0000,0,60,466,-105.4550,-847.1000,-0.1300,0.0780,0.3000
