nucleus_id,Mean_normalized_w1405-0001,Mean_normalized_w1405-0002,Mean_normalized_w1405-0003,Mean_normalized_w1405-0004,Median_normalized_w1405-0001,Median_normalized_w1405-0002,Median_normalized_w1405-0003,Median_normalized_w1405-0004,Area_w1405-0001,Area_w1405-0002,Area_w1405-0003,Area_w1405-0004,total_intensity_w1405-0001,total_intensity_w1405-0002,total_intensity_w1405-0003,total_intensity_w1405-0004,Skew_w1405-0001,Skew_w1405-0002,Skew_w1405-0003,Skew_w1405-0004,Kurt_w1405-0001,Kurt_w1405-0002,Kurt_w1405-0003,Kurt_w1405-0004,ratio_RNAPII_to_DNA,cell_cycle,ratio_RNAPII_to_DNA_MvsI,RNAPII_abs_MvsI
MAX_IF43b-1_009_thumb0009-0581,129.991,92.531,19.792,177.305,140.0,111.0,23.0,163.0,6821.0,6821.0,6821.0,6821.0,886668.611,631153.951,135001.232,1209397.405,-0.415,-0.184,0.128,1.281,-0.341,-0.89,-0.128,1.302,0.7118262033525398,I,0.19325800833287546,0.5250323653335808
MAX_IF43b-1_010_thumb0014-1081,65.402,188.269,21.029,148.058,57.0,199.0,21.0,138.0,23292.0,23292.0,23292.0,23292.0,1523343.384,4385161.548,489807.468,3448566.936,1.181,-0.008,4.299,4.032,0.839,-0.896,36.179,23.5,2.878642854958564,I,0.7815401880835658,1.0682616462481538
MAX_IF43b-1_015_thumb0011-0424,53.42,223.711,10.013,143.913,54.0,231.0,8.0,135.0,27302.0,27302.0,27302.0,27302.0,1458472.84,6107757.722,273374.926,3929112.726,0.191,0.172,4.203,2.918,-0.158,-0.257,22.67,10.338,4.18777611381505,I,1.136964707520131,1.269363948094592
MAX_IF43b-1_015_thumb0033-1290,28.634,119.5,-1.557,135.386,29.0,138.0,1.0,130.0,7065.0,7065.0,7065.0,7065.0,202299.21,844267.5,-11000.205,956502.09,0.407,-0.487,1.997,2.929,0.144,-0.656,6.639,11.09,4.173360340853531,I,1.133050881985189,0.6780578147578963
MAX_IF43b-1_009_thumb0015-1083,37.189,211.411,5.104,139.554,38.0,234.0,8.0,130.0,22624.0,22624.0,22624.0,22624.0,841363.936,4782962.464,115472.896,3157269.696,0.254,-0.402,4.396,4.006,-0.257,-0.274,42.448,20.764,5.684772378929253,I,1.5433932926370544,1.199572223228298
MAX_IF43b-1_015_thumb0013-0528,53.261,185.695,11.224,142.475,53.0,202.0,9.0,132.0,30626.0,30626.0,30626.0,30626.0,1631171.386,5687095.07,343746.224,4363439.35,0.665,-0.147,4.239,5.65,0.562,-0.573,22.893,41.104,3.4865098289555205,I,0.9465736754330092,1.053656451141988
MAX_IF43b-1_015_thumb0014-0536,63.39,125.872,2.219,148.887,64.0,137.0,5.0,135.0,26239.0,26239.0,26239.0,26239.0,1663290.21,3302755.408,58224.341,3906645.993,0.286,0.135,1.908,4.405,-0.048,-0.79,7.732,26.479,1.9856759741284113,I,0.5391031998360473,0.7142133327130202
MAX_IF43b-1_015_thumb0015-0682,102.1,35.983,-0.98,160.867,98.0,43.0,2.0,138.0,14849.0,14849.0,14849.0,14849.0,1516082.9,534311.567,-14552.02,2388714.083,0.356,1.443,0.886,2.206,-0.778,6.193,1.494,6.651,0.3524289911851126,I,0.09568308190175923,0.2041720029157605
MAX_IF43b-1_015_thumb0010-0346,94.617,69.338,15.284,146.749,98.0,78.0,16.0,140.0,6822.0,6822.0,6822.0,6822.0,645477.174,473023.836,104267.448,1001121.678,-0.648,0.284,2.195,3.617,0.692,-0.315,6.218,17.561,0.7328281387065748,I,0.19895995099604327,0.39343240803082014
MAX_IF43b-1_015_thumb0016-0775,108.004,45.039,1.851,150.743,113.0,52.0,5.0,138.0,14856.0,14856.0,14856.0,14856.0,1604507.424,669099.384,27498.456,2239438.008,-0.121,0.595,0.608,1.679,-0.833,-0.068,0.069,2.738,0.41701233287656014,I,0.1132172045962974,0.25555686961406604
MAX_IF43b-1_015_thumb0009-0325,68.212,197.67,10.205,142.706,66.0,220.0,11.0,136.0,7449.0,7449.0,7449.0,7449.0,508111.188,1472443.83,76017.045,1063016.994,0.705,-0.211,2.015,4.318,0.846,-0.954,5.519,23.747,2.8978772063566525,I,0.7867622386701586,1.1216040857170992
MAX_IF43b-1_015_thumb0018-0817,65.822,181.299,-0.559,142.419,65.0,197.0,2.0,132.0,18938.0,18938.0,18938.0,18938.0,1246537.036,3433440.462,-10586.342,2697131.022,0.285,-0.103,3.013,4.269,-0.463,-0.753,20.167,25.852,2.754383033028471,I,0.7478041362370532,1.028713002157254
MAX_IF43b-1_015_thumb0019-0802,65.705,168.791,6.626,156.625,66.0,163.0,7.0,133.0,9860.0,9860.0,9860.0,9860.0,647851.3,1664279.26,65332.36,1544322.5,0.082,0.54,2.422,4.288,-0.26,0.111,8.672,22.824,2.5689216954569667,I,0.6974521141381015,0.9577410595046031
MAX_IF43b-1_015_thumb0020-0870,60.186,51.791,-0.926,131.539,61.0,64.0,1.0,129.0,10711.0,10711.0,10711.0,10711.0,644652.246,554733.401,-9918.386,1408914.229,0.036,-0.027,5.868,4.904,0.103,-0.593,45.28,44.209,0.860515734556209,I,0.2336266299501082,0.29386855467888034
MAX_IF43b-1_015_thumb0008-0329,122.347,55.783,8.869,144.681,112.0,64.0,12.0,137.0,11824.0,11824.0,11824.0,11824.0,1446630.928,659578.192,104867.056,1710708.144,0.49,0.592,1.396,3.267,-0.373,0.235,4.804,13.581,0.45594088943741984,I,0.12378615425394221,0.31651965757857514
MAX_IF43b-1_015_thumb0021-0860,79.434,236.4,9.219,152.744,81.0,245.0,8.0,134.0,9600.0,9600.0,9600.0,9600.0,762566.4,2269440.0,88502.4,1466342.4,-0.183,0.083,1.854,4.489,0.087,-0.921,3.661,25.89,2.9760555933227586,I,0.8079873625678017,1.341362907186332
MAX_IF43b-1_015_thumb0022-0910,65.461,179.194,14.766,146.01,66.0,197.0,11.0,138.0,13516.0,13516.0,13516.0,13516.0,884770.876,2421986.104,199577.256,1973471.16,0.097,-0.183,1.793,3.429,-0.034,-0.893,3.626,17.091,2.7374161714608696,I,0.7431977002014437,1.0167689711943637
MAX_IF43b-1_015_thumb0023-0926,60.365,149.861,4.43,143.27,60.0,149.0,4.0,132.0,18225.0,18225.0,18225.0,18225.0,1100152.125,2731216.725,80736.75,2611095.75,1.094,0.372,2.476,2.939,2.854,-0.413,7.191,9.97,2.4825809657914353,I,0.6740109463718962,0.8503298926981848
MAX_IF43b-1_015_thumb0032-1307,42.483,89.299,3.931,139.024,36.0,87.0,5.0,132.0,24090.0,24090.0,24090.0,24090.0,1023415.47,2151212.91,94697.79,3349088.16,1.495,0.639,1.614,3.332,2.035,-0.418,4.115,14.672,2.10199373867194,I,0.5706830144081185,0.5066935966532669
MAX_IF43b-1_015_thumb0024-1011,64.725,195.564,9.023,143.587,66.0,200.0,9.0,135.0,33438.0,33438.0,33438.0,33438.0,2164274.55,6539269.032,301711.074,4801262.106,-0.055,0.104,3.608,3.748,-0.478,-0.571,18.825,20.548,3.021460023174971,I,0.8203144862974441,1.1096543806302361
MAX_IF43b-1_015_thumb0007-0302,46.419,195.041,5.623,143.443,45.0,202.0,8.0,134.0,22592.0,22592.0,22592.0,22592.0,1048698.048,4406366.272,127034.816,3240664.256,1.166,0.197,2.95,3.271,2.493,-0.736,17.183,13.492,4.2017492836984855,I,1.1407583680640268,1.1066868137924255
MAX_IF43b-1_015_thumb0025-1039,55.882,150.041,2.904,141.409,60.0,155.0,5.0,132.0,28501.0,28501.0,28501.0,28501.0,1592692.882,4276318.541,82766.904,4030297.909,0.053,0.205,4.073,2.624,-0.635,-0.271,25.451,8.538,2.684961168175799,I,0.7289563735767387,0.8513512350133013
MAX_IF43b-1_015_thumb0026-1019,54.698,171.91,2.502,138.972,56.0,179.0,5.0,129.0,21794.0,21794.0,21794.0,21794.0,1192088.212,3746606.54,54528.588,3028755.768,0.313,0.385,2.941,3.758,0.116,-0.127,18.829,17.617,3.142893707265348,I,0.8532832528605472,0.9754386521759828
MAX_IF43b-1_015_thumb0027-1033,46.771,144.268,1.489,135.49,47.0,157.0,3.0,131.0,22828.0,22828.0,22828.0,22828.0,1067688.388,3293349.904,33990.892,3092965.72,0.515,0.013,3.341,2.665,0.124,-0.697,19.64,8.61,3.0845609458852707,I,0.8374461380820014,0.8185945173179262
MAX_IF43b-1_015_thumb0028-1039,32.393,194.818,5.427,142.221,33.0,200.0,5.0,134.0,16367.0,16367.0,16367.0,16367.0,530176.231,3188586.206,88823.709,2327731.107,0.469,0.354,3.079,2.421,0.19,-0.076,13.108,6.443,6.014200598894823,I,1.632831755817174,1.1054214841464758
MAX_IF43b-1_015_thumb0005-0273,83.015,214.202,9.356,156.017,79.0,223.0,9.0,138.0,35573.0,35573.0,35573.0,35573.0,2953092.595,7619807.746,332820.988,5549992.741,0.46,0.152,3.72,3.753,-0.054,-0.584,17.485,18.867,2.5802806721676803,I,0.7005360315402329,1.2154087032365766
MAX_IF43b-1_015_thumb0029-1166,41.881,127.697,-0.421,133.763,40.0,133.0,1.0,127.0,21514.0,21514.0,21514.0,21514.0,901027.834,2747273.258,-9057.394,2877777.182,2.123,0.434,2.755,3.676,8.143,-0.283,11.574,16.826,3.0490437191089037,I,0.8278033510140628,0.7245686089635069
MAX_IF43b-1_015_thumb0030-1237,45.635,116.99,-4.166,138.341,47.0,121.0,-1.0,126.0,16600.0,16600.0,16600.0,16600.0,757541.0,1942034.0,-69155.6,2296460.6,0.195,0.337,4.241,4.064,-0.088,-0.626,32.576,21.632,2.563602498082612,I,0.6960079730181824,0.663815763585994
MAX_IF43b-1_015_thumb0003-0197,51.593,223.32,8.61,153.236,52.0,241.0,8.0,136.0,16790.0,16790.0,16790.0,16790.0,866246.47,3749542.8,144561.9,2572832.44,0.038,0.025,4.668,3.487,0.428,-0.555,28.517,15.429,4.328494175566452,I,1.1751691066030205,1.2671453656212
MAX_IF43b-1_015_thumb0031-1238,39.022,149.522,7.952,135.329,39.0,165.0,6.0,130.0,14644.0,14644.0,14644.0,14644.0,571438.168,2189600.168,116449.088,1981757.876,0.683,-0.287,2.014,3.673,0.029,-0.696,4.622,17.075,3.8317359438265592,I,1.0403012048078033,0.8484063646713821
MAX_IF43b-1_015_thumb0012-0460,65.474,185.804,6.814,146.988,66.0,194.0,7.0,134.0,17854.0,17854.0,17854.0,17854.0,1168972.796,3317344.616,121657.156,2624323.752,0.138,0.076,5.423,3.182,0.665,-0.945,37.712,12.306,2.837828756452943,I,0.7704593212203498,1.0542749306550308
MAX_IF43b-1_014_thumb0001-0094,61.865,240.275,14.57,140.855,61.0,251.0,14.0,133.0,17423.0,17423.0,17423.0,17423.0,1077873.895,4186311.325,253853.11,2454116.665,0.59,0.144,2.852,2.92,0.747,-0.428,11.271,10.541,3.8838600177806515,I,1.0544526854236054,1.3633501375812012
MAX_IF43b-1_004_thumb0009-0418,61.293,275.26,7.687,152.228,60.0,288.0,9.0,134.0,23882.0,23882.0,23882.0,23882.0,1463799.426,6573759.32,183580.934,3635509.096,0.438,0.104,3.154,4.255,0.062,-0.649,14.862,22.861,4.490888029628179,I,1.2192583978565006,1.5618593647720378
MAX_IF43b-1_009_thumb0020-1238,37.318,146.104,4.881,145.259,36.0,157.0,7.0,132.0,4584.0,4584.0,4584.0,4584.0,171065.712,669740.736,22374.504,665867.256,0.804,0.342,6.998,2.895,-0.08,-0.272,68.842,8.933,3.915107990781929,I,1.0629363869201565,0.8290122089321146
MAX_IF43b-1_012_thumb0019-0744,77.115,147.163,15.404,149.016,80.0,153.0,16.0,145.0,9992.0,9992.0,9992.0,9992.0,770533.08,1470452.696,153916.768,1488967.872,0.52,0.261,1.634,2.404,1.857,-0.227,4.715,8.325,1.908357647669066,I,0.5181115789758024,0.8350211062193832
MAX_IF43b-1_012_thumb0030-1080,45.98,85.432,6.924,143.241,49.0,88.0,5.0,134.0,125579.0,125579.0,125579.0,125579.0,5774122.42,10728465.128,869508.996,17988061.539,-0.022,0.571,3.286,2.886,-0.371,-0.111,16.344,11.906,1.8580252283601568,I,0.5044465255338213,0.4847517592501807
MAX_IF43b-1_012_thumb0025-0905,82.59,170.015,8.465,162.876,76.0,184.0,8.0,148.0,20425.0,20425.0,20425.0,20425.0,1686900.75,3472556.375,172897.625,3326742.3,0.868,0.083,1.727,3.418,0.422,-1.16,3.665,16.281,2.058542196391815,I,0.5588860919564035,0.9646861872473952
MAX_IF43b-1_012_thumb0024-0827,112.951,62.905,1.008,149.295,113.0,72.0,4.0,137.0,7239.0,7239.0,7239.0,7239.0,817652.289,455369.295,7296.912,1080746.505,0.128,0.072,0.703,1.498,-0.713,-0.691,1.739,2.063,0.5569229134757551,I,0.15120237572929288,0.3569307685133512
MAX_IF43b-1_012_thumb0022-0806,59.316,192.681,4.376,163.894,59.0,206.0,3.0,149.0,21406.0,21406.0,21406.0,21406.0,1269718.296,4124529.486,93672.656,3508314.964,0.402,-0.118,3.239,3.672,0.243,-0.775,13.29,17.379,3.2483815496661945,I,0.8819227862602796,1.0932958812164537
MAX_IF43b-1_012_thumb0021-0823,71.607,168.481,9.983,152.221,72.0,175.0,8.0,141.0,53096.0,53096.0,53096.0,53096.0,3802045.272,8945667.176,530057.368,8082326.216,0.117,0.148,2.913,3.101,-0.383,-0.19,11.869,13.273,2.3528565643023724,I,0.6387912827154092,0.9559820810730135
MAX_IF43b-1_012_thumb0020-0746,97.899,14.267,5.442,143.446,101.0,22.0,7.0,137.0,8327.0,8327.0,8327.0,8327.0,815204.973,118801.309,45315.534,1194474.842,-0.154,0.559,1.113,2.393,-0.674,0.173,1.506,6.94,0.14573182565705473,I,0.039565616220014005,0.08095272672092808
MAX_IF43b-1_012_thumb0018-0674,122.713,32.592,12.296,149.66,131.0,41.0,14.0,142.0,6322.0,6322.0,6322.0,6322.0,775791.586,206046.624,77735.312,946150.52,-0.467,0.39,0.818,2.256,-0.424,0.057,0.858,6.726,0.26559533219789266,I,0.07210808576774491,0.1849310485237603
MAX_IF43b-1_009_thumb0023-1301,50.986,65.983,10.611,138.898,53.0,80.0,13.0,132.0,9025.0,9025.0,9025.0,9025.0,460148.65,595496.575,95764.275,1253554.45,-0.111,0.569,1.236,2.043,-0.898,0.641,4.164,5.129,1.2941395677244736,I,0.3513537913963726,0.3743957221018433
MAX_IF43b-1_012_thumb0017-0623,73.205,186.122,2.591,144.281,74.0,196.0,3.0,132.0,17849.0,17849.0,17849.0,17849.0,1306636.045,3322091.578,46246.759,2575271.569,0.122,0.043,2.385,3.994,0.134,-0.788,7.808,19.532,2.542476606789154,I,0.690272376806071,1.0560793020784032
MAX_IF43b-1_012_thumb0016-0615,130.921,20.036,-0.373,148.453,139.0,28.0,2.0,138.0,12851.0,12851.0,12851.0,12851.0,1682465.771,257482.636,-4793.423,1907769.503,-0.246,0.284,0.611,1.376,-0.861,-0.353,0.64,1.228,0.15303885549300725,I,0.041549446017616586,0.11368674792041181
MAX_IF43b-1_012_thumb0015-0632,55.24,221.735,18.852,157.166,53.0,234.0,11.0,139.0,23144.0,23144.0,23144.0,23144.0,1278474.56,5131834.84,436310.688,3637449.904,0.744,-0.026,2.728,3.714,0.136,-0.452,8.754,15.815,4.014029688631426,I,1.089793237956634,1.2581518791242021
MAX_IF43b-1_012_thumb0014-0595,64.009,181.321,16.087,149.897,54.0,188.0,15.0,138.0,24023.0,24023.0,24023.0,24023.0,1537688.207,4355874.383,386458.001,3600975.631,0.973,0.231,3.56,5.073,0.109,-0.342,19.738,48.261,2.832742270618194,I,0.7690783603661311,1.028837832884657
MAX_IF43b-1_012_thumb0012-0472,76.958,137.893,-1.565,137.779,75.0,150.0,-2.0,128.0,22264.0,22264.0,22264.0,22264.0,1713392.912,3070049.752,-34843.16,3067511.656,0.4,0.014,2.601,4.011,0.004,-0.905,8.605,21.559,1.7917955248317265,I,0.48646542209017324,0.7824219769908836
MAX_IF43b-1_012_thumb0011-0445,154.173,17.051,5.693,158.234,174.0,25.0,8.0,141.0,12103.0,12103.0,12103.0,12103.0,1865955.819,206368.253,68902.379,1915106.102,-0.503,0.615,1.044,1.902,-0.886,0.359,2.89,4.113,0.11059653765575035,I,0.030026524023978127,0.09674948786139656
MAX_IF43b-1_012_thumb0033-1075,51.04,171.391,7.749,141.158,49.0,187.0,8.0,136.0,10869.0,10869.0,10869.0,10869.0,554753.76,1862848.779,84223.881,1534246.302,0.491,-0.303,1.741,2.755,-0.372,-0.52,4.485,11.081,3.357974137931034,I,0.9116767419819943,0.9724937818340635
MAX_IF43b-1_012_thumb0034-1115,52.279,157.694,18.73,144.652,48.0,163.0,14.0,138.0,27240.0,27240.0,27240.0,27240.0,1424079.96,4295584.56,510205.2,3940320.48,1.271,0.119,2.562,3.073,1.491,-1.083,9.886,12.135,3.0163928154708386,I,0.8189387593796972,0.8947753057776711
MAX_IF43b-1_012_thumb0035-1139,46.576,156.619,4.808,147.99,46.0,167.0,5.0,137.0,24185.0,24185.0,24185.0,24185.0,1126440.56,3787830.515,116281.48,3579138.15,0.344,-0.069,1.766,5.248,-0.712,-0.605,4.073,42.763,3.3626545860529027,I,0.912947465197686,0.8886756225068365
MAX_IF43b-1_012_thumb0036-1240,56.45,133.521,-0.657,142.811,58.0,146.0,-1.0,132.0,20404.0,20404.0,20404.0,20404.0,1151805.8,2724362.484,-13405.428,2913915.644,-0.057,-0.25,3.198,3.03,-0.871,-0.292,14.071,11.419,2.365296722763507,I,0.6421687367009765,0.7576147069814985
MAX_IF43b-1_012_thumb0038-1292,30.862,101.936,-2.784,136.616,30.0,111.0,-2.0,131.0,15940.0,15940.0,15940.0,15940.0,491940.28,1624859.84,-44376.96,2177659.04,0.695,0.103,2.471,2.856,-0.06,-0.835,7.952,9.511,3.302961570863846,I,0.8967410468718523,0.5783975012984177
MAX_IF43b-1_012_thumb0039-1265,29.192,91.344,-3.703,138.768,28.0,97.0,-2.0,129.0,8635.0,8635.0,8635.0,8635.0,252072.92,788755.44,-31975.405,1198261.68,0.371,0.161,1.133,3.363,-0.37,-0.206,1.524,14.429,3.129076459303919,I,0.8495319245038628,0.5182971801777847
MAX_IF43b-1_012_thumb0040-1308,37.007,124.559,1.641,138.818,37.0,133.0,0.0,134.0,14130.0,14130.0,14130.0,14130.0,522908.91,1760018.67,23187.33,1961498.34,0.17,-0.167,3.93,1.96,-0.81,-0.247,20.982,4.052,3.3658226821952604,I,0.9138075908123311,0.7067632079366427
MAX_IF43b-1_006_thumb0001-0096,65.402,272.424,14.257,148.286,63.0,292.0,18.0,132.0,18604.0,18604.0,18604.0,18604.0,1216738.808,5068176.096,265237.228,2758712.744,0.858,0.047,0.268,3.815,1.463,-1.13,1.476,17.772,4.165377205590043,I,1.1308834922290836,1.54576754918498
MAX_IF43b-1_006_thumb0002-0282,58.989,263.196,10.709,147.549,57.0,283.0,13.0,130.0,16898.0,16898.0,16898.0,16898.0,996796.122,4447486.008,180960.682,2493283.002,0.502,-0.159,3.658,4.379,1.567,-0.972,22.508,25.255,4.461781010018818,I,1.211355956766642,1.4934067331633414
MAX_IF43b-1_006_thumb0003-0313,57.233,227.755,8.789,142.174,57.0,224.0,11.0,129.0,15412.0,15412.0,15412.0,15412.0,882074.996,3510160.06,135456.068,2191185.688,0.102,0.192,5.997,4.317,0.186,-0.791,60.282,20.766,3.979434941379973,I,1.0804009004434785,1.2923101054408759
MAX_IF43b-1_006_thumb0009-0645,61.008,216.891,5.112,147.366,57.0,222.0,8.0,128.0,26919.0,26919.0,26919.0,26919.0,1642274.352,5838488.829,137609.928,3966945.354,0.552,0.055,5.161,5.579,0.536,-0.504,66.388,41.831,3.555123918174665,I,0.9652021301929119,1.2306664225996224
MAX_IF43b-1_006_thumb0010-0794,45.487,350.997,9.228,146.596,44.0,353.0,13.0,136.0,31052.0,31052.0,31052.0,31052.0,1412462.324,10899158.844,286547.856,4552098.992,0.555,0.219,0.967,4.493,0.538,-0.643,4.19,27.547,7.716424472926331,I,2.094978827788723,1.9916004921052497
MAX_IF43b-1_006_thumb0011-0814,39.725,198.875,5.71,141.873,40.0,219.0,9.0,129.0,7335.0,7335.0,7335.0,7335.0,291382.875,1458748.125,41882.85,1040638.455,-0.003,-0.163,2.066,3.592,-0.436,-0.969,9.039,16.873,5.0062932662051605,I,1.3591888879622025,1.128441405104407
MAX_IF43b-1_006_thumb0012-0922,42.887,206.753,6.508,145.305,42.0,211.0,10.0,130.0,38985.0,38985.0,38985.0,38985.0,1671949.695,8060265.705,253714.38,5664715.425,0.167,0.074,3.706,3.656,-0.252,-0.683,28.143,18.501,4.820878121575302,I,1.3088494070648242,1.173142153762672
MAX_IF43b-1_006_thumb0014-0935,27.018,186.824,4.821,138.735,25.0,196.0,8.0,127.0,18008.0,18008.0,18008.0,18008.0,486540.144,3364326.592,86816.568,2498339.88,0.829,0.091,1.853,4.476,0.794,-0.583,6.809,31.004,6.914797542379155,I,1.8773402759991125,1.0600625371073575
MAX_IF43b-1_006_thumb0015-1239,27.337,172.214,-0.044,140.666,26.0,183.0,3.0,127.0,10654.0,10654.0,10654.0,10654.0,291248.398,1834767.956,-468.776,1498655.564,0.688,-0.34,1.378,3.982,0.226,-0.102,6.956,19.111,6.299667117825657,I,1.710334790454646,0.9771635858637351
MAX_IF43b-1_006_thumb0016-1259,28.368,136.244,1.443,140.954,28.0,142.0,5.0,127.0,12904.0,12904.0,12904.0,12904.0,366060.672,1758092.576,18620.472,1818870.416,0.469,0.006,2.569,4.251,-0.081,-0.481,21.824,22.755,4.8027354765933445,I,1.3039237504669214,0.7730653465596219
MAX_IF43b-1_012_thumb0010-0468,57.701,203.476,7.223,142.068,58.0,212.0,6.0,135.0,24729.0,24729.0,24729.0,24729.0,1426888.029,5031758.004,178617.567,3513199.572,0.17,0.144,3.57,3.1,-0.137,-0.666,18.602,12.054,3.526386024505641,I,0.9573999053408339,1.1545480495035791
MAX_IF43b-1_012_thumb0009-0394,53.997,199.716,6.855,144.41,52.0,197.0,7.0,135.0,12927.0,12927.0,12927.0,12927.0,698019.219,2581728.732,88614.585,1866788.07,0.45,0.227,3.128,2.906,-0.509,-0.713,12.537,9.618,3.6986499249958333,I,1.004168875293882,1.1332133433655902
MAX_IF43b-1_012_thumb0008-0346,57.885,198.357,11.104,147.787,56.0,208.0,9.0,139.0,16264.0,16264.0,16264.0,16264.0,941441.64,3226078.248,180595.456,2403607.768,0.575,0.13,2.742,2.456,0.134,-0.531,9.407,7.344,3.426742679450635,I,0.9303471299326507,1.1255022088864606
MAX_IF43b-1_004_thumb0017-1052,33.551,142.763,0.021,131.723,34.0,153.0,3.0,125.0,26452.0,26452.0,26452.0,26452.0,887491.052,3776366.876,555.492,3484336.796,1.068,0.172,4.919,4.495,1.919,-0.237,36.89,26.723,4.255104169771393,I,1.1552440093184704,0.8100549607387577
MAX_IF43b-1_009_thumb0028-1366,36.958,104.586,3.317,139.376,38.0,125.0,6.0,129.0,12301.0,12301.0,12301.0,12301.0,454620.358,1286512.386,40802.417,1714464.176,0.112,-0.032,3.954,3.441,-0.796,-0.819,27.728,17.497,2.8298609232101306,I,0.7682960859025403,0.5934339298265217
MAX_IF43b-1_004_thumb0001-0113,67.706,286.081,9.391,151.922,68.0,309.0,10.0,134.0,22060.0,22060.0,22060.0,22060.0,1493594.36,6310946.86,207165.46,3351399.32,0.112,-0.149,4.949,4.579,-0.078,-0.83,32.813,26.898,4.225341919475379,I,1.1471636756799748,1.6232590602824581
MAX_IF43b-1_004_thumb0002-0153,43.722,295.452,10.218,152.872,43.0,313.0,13.0,141.0,26793.0,26793.0,26793.0,26793.0,1171443.546,7916045.436,273770.874,4095899.496,0.722,-0.09,3.695,4.782,0.26,-0.741,25.728,30.68,6.7575133799917655,I,1.8346382458938266,1.6764312760322173
MAX_IF43b-1_004_thumb0003-0139,57.094,275.683,17.422,148.116,59.0,272.0,14.0,137.0,9566.0,9566.0,9566.0,9566.0,546161.204,2637183.578,166658.852,1416877.656,-0.273,0.376,4.08,4.349,-0.616,0.053,19.722,22.308,4.828580936700879,I,1.310940691008453,1.5642595192125617
MAX_IF43b-1_004_thumb0004-0155,53.273,199.508,25.536,145.37,53.0,190.0,14.0,133.0,6442.0,6442.0,6442.0,6442.0,343184.666,1285230.536,164502.912,936473.54,0.242,0.584,3.479,5.428,-0.294,-0.557,14.348,41.13,3.7450115443095,I,1.0167558721892587,1.1320331255792333
MAX_IF43b-1_004_thumb0005-0253,44.496,221.025,12.1,147.976,44.0,224.0,12.0,137.0,36616.0,36616.0,36616.0,36616.0,1629265.536,8093051.4,443053.6,5418289.216,0.718,0.357,3.278,4.219,0.629,-0.612,12.911,22.693,4.967300431499461,I,1.3486024870416053,1.2541232511034648
MAX_IF43b-1_004_thumb0006-0247,50.572,208.09,16.147,144.484,50.0,219.0,12.0,131.0,16298.0,16298.0,16298.0,16298.0,824222.456,3391450.82,263163.806,2354800.232,0.468,0.066,4.995,4.518,0.095,-0.972,34.941,26.648,4.114727517203195,I,1.1171323014830539,1.1807284575143986
MAX_IF43b-1_010_thumb0006-0667,50.979,158.42,5.011,139.899,49.0,164.0,8.0,126.0,24452.0,24452.0,24452.0,24452.0,1246538.508,3873685.84,122528.972,3420810.348,0.44,0.156,0.261,4.133,0.034,-0.455,-0.077,20.535,3.1075540909001744,I,0.8436886863191425,0.8988947197819742
MAX_IF43b-1_004_thumb0010-0497,41.3,209.979,10.779,143.499,41.0,228.0,11.0,133.0,33536.0,33536.0,33536.0,33536.0,1385036.8,7041855.744,361484.544,4812382.464,0.402,-0.04,4.431,4.459,-0.336,-0.693,26.824,25.433,5.0842372881355935,I,1.3803503826764807,1.1914468776991491
MAX_IF43b-1_004_thumb0012-0604,43.488,354.005,14.218,159.62,41.0,364.0,15.0,149.0,26420.0,26420.0,26420.0,26420.0,1148952.96,9352812.1,375639.56,4217160.4,0.869,0.081,4.624,3.963,0.36,-0.522,30.399,22.228,8.14029157468727,I,2.2100570751169935,2.008668257015641
MAX_IF43b-1_004_thumb0013-0782,35.276,241.107,7.037,137.623,34.0,251.0,7.0,131.0,35997.0,35997.0,35997.0,35997.0,1269830.172,8679128.679,253310.889,4954015.131,1.025,0.113,4.153,3.421,1.094,-0.589,23.337,14.366,6.834873568431794,I,1.8556412321168156,1.3680710087266283
MAX_IF43b-1_004_thumb0014-0792,36.493,251.306,7.777,139.208,35.0,260.0,8.0,131.0,33958.0,33958.0,33958.0,33958.0,1239229.294,8533849.148,264091.366,4727225.264,1.092,0.247,3.588,3.922,1.34,-0.493,17.242,18.942,6.886416573041405,I,1.8696349546960507,1.4259413991259238
MAX_IF43b-1_004_thumb0015-0952,35.35,261.94,7.917,138.125,35.0,265.0,10.0,130.0,17055.0,17055.0,17055.0,17055.0,602894.25,4467386.7,135024.435,2355721.875,0.873,0.203,5.218,3.114,0.849,-0.548,34.969,11.963,7.409900990099009,I,2.0117589104557188,1.4862800334534172
MAX_IF43b-1_004_thumb0016-1026,100.037,94.713,10.772,174.538,108.0,105.0,14.0,160.0,11603.0,11603.0,11603.0,11603.0,1160729.311,1098954.939,124987.516,2025164.414,-0.32,0.299,0.329,1.295,-0.856,-0.443,-0.125,1.296,0.9467796915141397,I,0.25704695422882257,0.5374133038423818
MAX_IF43b-1_004_thumb0018-1055,38.322,212.172,7.244,143.242,38.0,233.0,9.0,133.0,20710.0,20710.0,20710.0,20710.0,793648.62,4394082.12,150023.24,2966541.82,0.794,-0.284,3.203,3.319,0.5,-0.583,15.289,14.216,5.536558634726788,I,1.5031538453151907,1.2038902315716515
